prefix,thld_delta,thld_max,instance,tau_star_val,succ_trials,total_trials,Ps_hat,TTS_at_tau_star
kRkX_n12,0.0004,28.0,64,53,0,200,0.0,inf
kRkX_n12,0.0004,28.0,65,53,4,200,0.02,12081.253072736035
kRkX_n12,0.0004,28.0,66,53,10,200,0.05,4758.400152917613
kRkX_n12,0.0004,28.0,67,53,8,200,0.04,5978.983210540179
kRkX_n12,0.0004,28.0,68,53,7,200,0.035,6850.781790858157
kRkX_n12,0.0004,28.0,69,53,0,200,0.0,inf
kRkX_n12,0.0004,28.0,70,53,1,200,0.005,48692.665008985015
kRkX_n12,0.0004,28.0,71,53,4,200,0.02,12081.253072736035
kRkX_n12,0.0004,28.0,72,53,4,200,0.02,12081.253072736035
kRkX_n12,0.0004,28.0,73,53,7,200,0.035,6850.781790858157
kRkX_n12,0.0004,28.0,74,53,0,200,0.0,inf
kRkX_n12,0.0004,28.0,75,53,5,200,0.025,9640.40883826991
kRkX_n12,0.0004,28.0,76,53,0,200,0.0,inf
kRkX_n12,0.0004,28.0,77,53,7,200,0.035,6850.781790858157
kRkX_n12,0.0004,28.0,78,53,3,200,0.015,16149.256911204931
kRkX_n12,0.0004,28.0,79,53,7,200,0.035,6850.781790858157
kRkX_n12,0.0004,28.0,80,53,0,200,0.0,inf
kRkX_n12,0.0004,28.0,81,53,4,200,0.02,12081.253072736035
kRkX_n12,0.0004,28.0,82,53,0,200,0.0,inf
kRkX_n12,0.0004,28.0,83,53,0,200,0.0,inf
kRkX_n12,0.0004,28.0,84,53,0,200,0.0,inf
kRkX_n12,0.0004,28.0,85,53,2,200,0.01,24285.16055732959
kRkX_n12,0.0004,28.0,86,53,0,200,0.0,inf
kRkX_n12,0.0004,28.0,87,53,7,200,0.035,6850.781790858157
kRkX_n12,0.0004,28.0,88,53,6,200,0.03,8013.144136461897
kRkX_n12,0.0004,28.0,89,53,7,200,0.035,6850.781790858157
kRkX_n12,0.0004,28.0,90,53,0,200,0.0,inf
kRkX_n12,0.0004,28.0,91,53,8,200,0.04,5978.983210540179
kRkX_n12,0.0004,28.0,92,53,5,200,0.025,9640.40883826991
kRkX_n12,0.0004,28.0,93,53,0,200,0.0,inf
kRkX_n12,0.0004,28.0,94,53,4,200,0.02,12081.253072736035
kRkX_n12,0.0004,28.0,95,53,6,200,0.03,8013.144136461897
kRkX_n12,0.0004,28.0,96,53,7,200,0.035,6850.781790858157
kRkX_n12,0.0004,28.0,97,53,7,200,0.035,6850.781790858157
kRkX_n12,0.0004,28.0,98,53,0,200,0.0,inf
kRkX_n12,0.0004,28.0,99,53,5,200,0.025,9640.40883826991
kRkX_n12,0.0004,28.0,100,53,10,200,0.05,4758.400152917613
kRkX_n12,0.0006,28.0,1,2700,171,200,0.855,6439.057911445226
kRkX_n12,0.0006,28.0,2,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,3,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,4,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,5,2700,103,200,0.515,17183.319146431502
kRkX_n12,0.0006,28.0,6,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,7,2700,128,200,0.64,12170.453990248388
kRkX_n12,0.0006,28.0,8,2700,117,200,0.585,14137.905724558188
kRkX_n12,0.0006,28.0,9,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,10,2700,173,200,0.865,6209.278691498776
kRkX_n12,0.0006,28.0,11,2700,165,200,0.825,7133.779961632567
kRkX_n12,0.0006,28.0,12,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,13,2700,132,200,0.66,11525.628613999888
kRkX_n12,0.0006,28.0,14,2700,166,200,0.83,7017.078073194903
kRkX_n12,0.0006,28.0,15,2700,126,200,0.63,12505.839650081947
kRkX_n12,0.0006,28.0,16,2700,163,200,0.815,7368.711346564551
kRkX_n12,0.0006,28.0,17,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,18,2700,108,200,0.54,16012.232476519035
kRkX_n12,0.0006,28.0,19,2700,154,200,0.77,8460.340752301461
kRkX_n12,0.0006,28.0,20,2700,188,200,0.94,4419.532288014802
kRkX_n12,0.0006,28.0,21,2700,177,200,0.885,5748.948774942553
kRkX_n12,0.0006,28.0,22,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,23,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,24,2700,173,200,0.865,6209.278691498776
kRkX_n12,0.0006,28.0,25,2700,130,200,0.65,11843.872606614612
kRkX_n12,0.0006,28.0,26,2700,159,200,0.795,7846.030212800727
kRkX_n12,0.0006,28.0,27,2700,111,200,0.555,15356.61519915237
kRkX_n12,0.0006,28.0,28,2700,117,200,0.585,14137.905724558188
kRkX_n12,0.0006,28.0,29,2700,132,200,0.66,11525.628613999888
kRkX_n12,0.0006,28.0,30,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,31,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,32,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,33,2700,122,200,0.61,13205.01989503736
kRkX_n12,0.0006,28.0,34,2700,146,200,0.73,9496.405011920147
kRkX_n12,0.0006,28.0,35,2700,109,200,0.545,15789.999863199546
kRkX_n12,0.0006,28.0,36,2700,174,200,0.87,6094.418470939559
kRkX_n12,0.0006,28.0,37,2700,154,200,0.77,8460.340752301461
kRkX_n12,0.0006,28.0,38,2700,167,200,0.835,6900.816871514938
kRkX_n12,0.0006,28.0,39,2700,166,200,0.83,7017.078073194903
kRkX_n12,0.0006,28.0,40,2700,162,200,0.81,7487.039113309774
kRkX_n12,0.0006,28.0,41,2700,165,200,0.825,7133.779961632567
kRkX_n12,0.0006,28.0,42,2700,115,200,0.575,14531.32168729821
kRkX_n12,0.0006,28.0,43,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,44,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,45,2700,159,200,0.795,7846.030212800727
kRkX_n12,0.0006,28.0,46,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,47,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,48,2700,160,200,0.8,7725.653413596321
kRkX_n12,0.0006,28.0,49,2700,169,200,0.845,6669.397811173966
kRkX_n12,0.0006,28.0,50,2700,163,200,0.815,7368.711346564551
kRkX_n12,0.0006,28.0,51,2700,126,200,0.63,12505.839650081947
kRkX_n12,0.0006,28.0,52,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,53,2700,116,200,0.58,14333.085147213502
kRkX_n12,0.0006,28.0,54,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,55,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,56,2700,129,200,0.645,12006.092506452422
kRkX_n12,0.0006,28.0,57,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,58,2700,130,200,0.65,11843.872606614612
kRkX_n12,0.0006,28.0,59,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,60,2700,112,200,0.56,15145.25462365672
kRkX_n12,0.0006,28.0,61,2700,149,200,0.745,9099.183840194331
kRkX_n12,0.0006,28.0,62,2700,163,200,0.815,7368.711346564551
kRkX_n12,0.0006,28.0,63,2700,181,200,0.905,5282.328759558013
kRkX_n12,0.0006,28.0,64,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,65,2700,131,200,0.655,11683.736697984345
kRkX_n12,0.0006,28.0,66,2700,192,200,0.96,3862.826706798162
kRkX_n12,0.0006,28.0,67,2700,174,200,0.87,6094.418470939559
kRkX_n12,0.0006,28.0,68,2700,164,200,0.82,7250.974399366133
kRkX_n12,0.0006,28.0,69,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,70,2700,113,200,0.565,14937.315429440512
kRkX_n12,0.0006,28.0,71,2700,148,200,0.74,9230.348705088803
kRkX_n12,0.0006,28.0,72,2700,128,200,0.64,12170.453990248388
kRkX_n12,0.0006,28.0,73,2700,163,200,0.815,7368.711346564551
kRkX_n12,0.0006,28.0,74,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,75,2700,154,200,0.77,8460.340752301461
kRkX_n12,0.0006,28.0,76,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,77,2700,152,200,0.76,8712.645926190427
kRkX_n12,0.0006,28.0,78,2700,128,200,0.64,12170.453990248388
kRkX_n12,0.0006,28.0,79,2700,159,200,0.795,7846.030212800727
kRkX_n12,0.0006,28.0,80,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,81,2700,112,200,0.56,15145.25462365672
kRkX_n12,0.0006,28.0,82,2700,121,200,0.605,13386.120777652486
kRkX_n12,0.0006,28.0,83,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,84,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,85,2700,125,200,0.625,12676.986808854072
kRkX_n12,0.0006,28.0,86,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,87,2700,118,200,0.59,13945.699562663933
kRkX_n12,0.0006,28.0,88,2700,131,200,0.655,11683.736697984345
kRkX_n12,0.0006,28.0,89,2700,161,200,0.805,7606.004583354855
kRkX_n12,0.0006,28.0,90,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,91,2700,156,200,0.78,8211.962065163569
kRkX_n12,0.0006,28.0,92,2700,123,200,0.615,13026.510114705125
kRkX_n12,0.0006,28.0,93,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,94,2700,166,200,0.83,7017.078073194903
kRkX_n12,0.0006,28.0,95,2700,120,200,0.6,13569.884611553123
kRkX_n12,0.0006,28.0,96,2700,122,200,0.61,13205.01989503736
kRkX_n12,0.0006,28.0,97,2700,160,200,0.8,7725.653413596321
kRkX_n12,0.0006,28.0,98,2700,0,200,0.0,inf
kRkX_n12,0.0006,28.0,99,2700,169,200,0.845,6669.397811173966
kRkX_n12,0.0006,28.0,100,2700,161,200,0.805,7606.004583354855
kRkX_n12,0.0008,28.0,1,231,30,200,0.15,6545.664042032799
kRkX_n12,0.0008,28.0,2,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,3,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,4,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,5,231,11,200,0.055,18804.80295727861
kRkX_n12,0.0008,28.0,6,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,7,231,18,200,0.09,11279.680296308734
kRkX_n12,0.0008,28.0,8,231,14,200,0.07,14658.73166436968
kRkX_n12,0.0008,28.0,9,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,10,231,24,200,0.12,8321.726168983892
kRkX_n12,0.0008,28.0,11,231,24,200,0.12,8321.726168983892
kRkX_n12,0.0008,28.0,12,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,13,231,10,200,0.05,20739.442175923938
kRkX_n12,0.0008,28.0,14,231,22,200,0.11,9128.631903951054
kRkX_n12,0.0008,28.0,15,231,10,200,0.05,20739.442175923938
kRkX_n12,0.0008,28.0,16,231,23,200,0.115,8707.660763798054
kRkX_n12,0.0008,28.0,17,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,18,231,13,200,0.065,15828.211621483622
kRkX_n12,0.0008,28.0,19,231,36,200,0.18,5360.490203795971
kRkX_n12,0.0008,28.0,20,231,34,200,0.17,5709.207970566932
kRkX_n12,0.0008,28.0,21,231,29,200,0.145,6790.733737373556
kRkX_n12,0.0008,28.0,22,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,23,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,24,231,32,200,0.16,6101.368779718092
kRkX_n12,0.0008,28.0,25,231,22,200,0.11,9128.631903951054
kRkX_n12,0.0008,28.0,26,231,22,200,0.11,9128.631903951054
kRkX_n12,0.0008,28.0,27,231,15,200,0.075,13645.11646266685
kRkX_n12,0.0008,28.0,28,231,10,200,0.05,20739.442175923938
kRkX_n12,0.0008,28.0,29,231,12,200,0.06,17192.523184334048
kRkX_n12,0.0008,28.0,30,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,31,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,32,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,33,231,16,200,0.08,12758.140871817966
kRkX_n12,0.0008,28.0,34,231,28,200,0.14,7053.26833901208
kRkX_n12,0.0008,28.0,35,231,13,200,0.065,15828.211621483622
kRkX_n12,0.0008,28.0,36,231,23,200,0.115,8707.660763798054
kRkX_n12,0.0008,28.0,37,231,33,200,0.165,5899.364162868989
kRkX_n12,0.0008,28.0,38,231,26,200,0.13,7638.794492513547
kRkX_n12,0.0008,28.0,39,231,28,200,0.14,7053.26833901208
kRkX_n12,0.0008,28.0,40,231,30,200,0.15,6545.664042032799
kRkX_n12,0.0008,28.0,41,231,19,200,0.095,10657.09016059405
kRkX_n12,0.0008,28.0,42,231,16,200,0.08,12758.140871817966
kRkX_n12,0.0008,28.0,43,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,44,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,45,231,27,200,0.135,7335.208755824434
kRkX_n12,0.0008,28.0,46,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,47,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,48,231,31,200,0.155,6316.368779225946
kRkX_n12,0.0008,28.0,49,231,39,200,0.195,4904.244122275298
kRkX_n12,0.0008,28.0,50,231,32,200,0.16,6101.368779718092
kRkX_n12,0.0008,28.0,51,231,8,200,0.04,26059.341917637383
kRkX_n12,0.0008,28.0,52,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,53,231,12,200,0.06,17192.523184334048
kRkX_n12,0.0008,28.0,54,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,55,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,56,231,17,200,0.085,11975.456245331285
kRkX_n12,0.0008,28.0,57,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,58,231,12,200,0.06,17192.523184334048
kRkX_n12,0.0008,28.0,59,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,60,231,19,200,0.095,10657.09016059405
kRkX_n12,0.0008,28.0,61,231,20,200,0.1,10096.70754097367
kRkX_n12,0.0008,28.0,62,231,28,200,0.14,7053.26833901208
kRkX_n12,0.0008,28.0,63,231,32,200,0.16,6101.368779718092
kRkX_n12,0.0008,28.0,64,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,65,231,18,200,0.09,11279.680296308734
kRkX_n12,0.0008,28.0,66,231,50,200,0.25,3697.812324198805
kRkX_n12,0.0008,28.0,67,231,33,200,0.165,5899.364162868989
kRkX_n12,0.0008,28.0,68,231,22,200,0.11,9128.631903951054
kRkX_n12,0.0008,28.0,69,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,70,231,12,200,0.06,17192.523184334048
kRkX_n12,0.0008,28.0,71,231,19,200,0.095,10657.09016059405
kRkX_n12,0.0008,28.0,72,231,16,200,0.08,12758.140871817966
kRkX_n12,0.0008,28.0,73,231,20,200,0.1,10096.70754097367
kRkX_n12,0.0008,28.0,74,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,75,231,27,200,0.135,7335.208755824434
kRkX_n12,0.0008,28.0,76,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,77,231,31,200,0.155,6316.368779225946
kRkX_n12,0.0008,28.0,78,231,17,200,0.085,11975.456245331285
kRkX_n12,0.0008,28.0,79,231,30,200,0.15,6545.664042032799
kRkX_n12,0.0008,28.0,80,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,81,231,12,200,0.06,17192.523184334048
kRkX_n12,0.0008,28.0,82,231,10,200,0.05,20739.442175923938
kRkX_n12,0.0008,28.0,83,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,84,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,85,231,16,200,0.08,12758.140871817966
kRkX_n12,0.0008,28.0,86,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,87,231,9,200,0.045,23103.89483581526
kRkX_n12,0.0008,28.0,88,231,17,200,0.085,11975.456245331285
kRkX_n12,0.0008,28.0,89,231,31,200,0.155,6316.368779225946
kRkX_n12,0.0008,28.0,90,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,91,231,21,200,0.105,9589.645238746023
kRkX_n12,0.0008,28.0,92,231,18,200,0.09,11279.680296308734
kRkX_n12,0.0008,28.0,93,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,94,231,22,200,0.11,9128.631903951054
kRkX_n12,0.0008,28.0,95,231,12,200,0.06,17192.523184334048
kRkX_n12,0.0008,28.0,96,231,21,200,0.105,9589.645238746023
kRkX_n12,0.0008,28.0,97,231,26,200,0.13,7638.794492513547
kRkX_n12,0.0008,28.0,98,231,0,200,0.0,inf
kRkX_n12,0.0008,28.0,99,231,32,200,0.16,6101.368779718092
kRkX_n12,0.0008,28.0,100,231,21,200,0.105,9589.645238746023
kRkX_n12,0.002,28.0,1,938,97,200,0.485,6509.531775410613
kRkX_n12,0.002,28.0,2,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,3,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,4,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,5,938,46,200,0.23,16527.28380875181
kRkX_n12,0.002,28.0,6,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,7,938,67,200,0.335,10588.200817246172
kRkX_n12,0.002,28.0,8,938,47,200,0.235,16125.349341184825
kRkX_n12,0.002,28.0,9,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,10,938,93,200,0.465,6906.041298710826
kRkX_n12,0.002,28.0,11,938,89,200,0.445,7336.521394326916
kRkX_n12,0.002,28.0,12,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,13,938,54,200,0.27,13725.777417155135
kRkX_n12,0.002,28.0,14,938,88,200,0.44,7450.003181723981
kRkX_n12,0.002,28.0,15,938,58,200,0.29,12612.472591532847
kRkX_n12,0.002,28.0,16,938,97,200,0.485,6509.531775410613
kRkX_n12,0.002,28.0,17,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,18,938,45,200,0.225,16946.96343552113
kRkX_n12,0.002,28.0,19,938,77,200,0.385,8885.736074599394
kRkX_n12,0.002,28.0,20,938,109,200,0.545,5485.562915437473
kRkX_n12,0.002,28.0,21,938,101,200,0.505,6142.868160980649
kRkX_n12,0.002,28.0,22,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,23,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,24,938,103,200,0.515,5969.612355315833
kRkX_n12,0.002,28.0,25,938,57,200,0.285,12876.306081537394
kRkX_n12,0.002,28.0,26,938,95,200,0.475,6703.814072909701
kRkX_n12,0.002,28.0,27,938,50,200,0.25,15015.359134625452
kRkX_n12,0.002,28.0,28,938,59,200,0.295,12357.480325660908
kRkX_n12,0.002,28.0,29,938,57,200,0.285,12876.306081537394
kRkX_n12,0.002,28.0,30,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,31,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,32,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,33,938,45,200,0.225,16946.96343552113
kRkX_n12,0.002,28.0,34,938,78,200,0.39,8738.988019569897
kRkX_n12,0.002,28.0,35,938,55,200,0.275,13432.430355174742
kRkX_n12,0.002,28.0,36,938,80,200,0.4,8456.211735446657
kRkX_n12,0.002,28.0,37,938,84,200,0.42,7929.93232062344
kRkX_n12,0.002,28.0,38,938,94,200,0.47,6803.902136834407
kRkX_n12,0.002,28.0,39,938,97,200,0.485,6509.531775410613
kRkX_n12,0.002,28.0,40,938,88,200,0.44,7450.003181723981
kRkX_n12,0.002,28.0,41,938,84,200,0.42,7929.93232062344
kRkX_n12,0.002,28.0,42,938,50,200,0.25,15015.359134625452
kRkX_n12,0.002,28.0,43,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,44,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,45,938,93,200,0.465,6906.041298710826
kRkX_n12,0.002,28.0,46,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,47,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,48,938,100,200,0.5,6231.937106008691
kRkX_n12,0.002,28.0,49,938,126,200,0.63,4344.621330287729
kRkX_n12,0.002,28.0,50,938,75,200,0.375,9190.672934566544
kRkX_n12,0.002,28.0,51,938,53,200,0.265,14030.085013275306
kRkX_n12,0.002,28.0,52,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,53,938,38,200,0.19,20499.375916522305
kRkX_n12,0.002,28.0,54,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,55,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,56,938,57,200,0.285,12876.306081537394
kRkX_n12,0.002,28.0,57,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,58,938,52,200,0.26,14345.98662718962
kRkX_n12,0.002,28.0,59,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,60,938,58,200,0.29,12612.472591532847
kRkX_n12,0.002,28.0,61,938,84,200,0.42,7929.93232062344
kRkX_n12,0.002,28.0,62,938,86,200,0.43,7684.58327046899
kRkX_n12,0.002,28.0,63,938,93,200,0.465,6906.041298710826
kRkX_n12,0.002,28.0,64,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,65,938,54,200,0.27,13725.777417155135
kRkX_n12,0.002,28.0,66,938,121,200,0.605,4650.437514606679
kRkX_n12,0.002,28.0,67,938,105,200,0.525,5802.545374445804
kRkX_n12,0.002,28.0,68,938,77,200,0.385,8885.736074599394
kRkX_n12,0.002,28.0,69,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,70,938,44,200,0.22,17385.5993006431
kRkX_n12,0.002,28.0,71,938,87,200,0.435,7565.994177095825
kRkX_n12,0.002,28.0,72,938,57,200,0.285,12876.306081537394
kRkX_n12,0.002,28.0,73,938,95,200,0.475,6703.814072909701
kRkX_n12,0.002,28.0,74,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,75,938,99,200,0.495,6322.701336094846
kRkX_n12,0.002,28.0,76,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,77,938,90,200,0.45,7225.463845491533
kRkX_n12,0.002,28.0,78,938,72,200,0.36,9679.082386688167
kRkX_n12,0.002,28.0,79,938,84,200,0.42,7929.93232062344
kRkX_n12,0.002,28.0,80,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,81,938,45,200,0.225,16946.96343552113
kRkX_n12,0.002,28.0,82,938,55,200,0.275,13432.430355174742
kRkX_n12,0.002,28.0,83,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,84,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,85,938,57,200,0.285,12876.306081537394
kRkX_n12,0.002,28.0,86,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,87,938,33,200,0.165,23954.99387346801
kRkX_n12,0.002,28.0,88,938,59,200,0.295,12357.480325660908
kRkX_n12,0.002,28.0,89,938,99,200,0.495,6322.701336094846
kRkX_n12,0.002,28.0,90,938,0,200,0.0,inf
kRkX_n12,0.002,28.0,91,938,82,200,0.41,8186.849090162157
kRkX_n12,0.002,28.0,92,938,58,200,0.29,12612.472591532847
