prefix,thld_delta,thld_max,instance,tau_star_val,succ_trials,total_trials,Ps_hat,TTS_at_tau_star
kRkX_n12,0.004,28.0,80,72,3,200,0.015,21938.613162391608
kRkX_n12,0.004,28.0,81,72,0,200,0.0,inf
kRkX_n12,0.004,28.0,82,72,0,200,0.0,inf
kRkX_n12,0.004,28.0,83,72,10,200,0.05,6464.241717171098
kRkX_n12,0.004,28.0,84,72,0,200,0.0,inf
kRkX_n12,0.004,28.0,85,72,0,200,0.0,inf
kRkX_n12,0.004,28.0,86,72,0,200,0.0,inf
kRkX_n12,0.004,28.0,87,72,3,200,0.015,21938.613162391608
kRkX_n12,0.004,28.0,88,72,5,200,0.025,13096.404459536485
kRkX_n12,0.004,28.0,89,72,6,200,0.03,10885.780713684086
kRkX_n12,0.004,28.0,90,72,0,200,0.0,inf
kRkX_n12,0.004,28.0,91,72,8,200,0.04,8122.392286016847
kRkX_n12,0.004,28.0,92,72,5,200,0.025,13096.404459536485
kRkX_n12,0.004,28.0,93,72,4,200,0.02,16412.268325226312
