prefix,thld_delta,instance,tau_star_val,succ_trials,total_trials,Ps_hat,TTS_at_tau_star
uf20,0.7,5,126,147,200,0.735,436.9279535459961
uf20,0.7,6,126,64,200,0.32,1504.5576697344827
uf20,0.7,7,126,173,200,0.865,289.76633893660954
uf20,0.7,8,126,89,200,0.445,985.5028738648097
uf20,0.7,9,126,36,200,0.18,2923.9037475250752
uf20,0.7,10,126,149,200,0.745,424.6285792090689
uf20,0.7,11,126,188,200,0.94,206.24484010735748
uf20,0.7,12,126,194,200,0.97,165.4760766613831
uf20,0.7,13,126,92,200,0.46,941.6820767456418
uf20,0.7,14,126,112,200,0.56,706.7785491039804
uf20,0.7,15,126,147,200,0.735,436.9279535459961
uf20,0.7,16,126,140,200,0.7,481.947300927086
uf20,0.7,17,126,148,200,0.74,430.7496062374776
uf20,0.7,18,126,88,200,0.44,1000.7466960524752
uf20,0.7,19,126,111,200,0.555,716.6420426271106
uf20,0.7,20,126,149,200,0.745,424.6285792090689
uf20,0.8,1,131,150,200,0.75,435.1725804302444
uf20,0.8,2,131,190,200,0.95,201.37890815214314
uf20,0.8,3,131,60,200,0.3,1691.3924137829747
uf20,0.8,4,131,74,200,0.37,1305.6947942723077
uf20,0.8,5,131,151,200,0.755,428.92182849315765
uf20,0.8,6,131,62,200,0.31,1625.805285236264
uf20,0.8,7,131,182,200,0.91,250.53609691050892
uf20,0.8,8,131,97,200,0.485,909.1137127705651
uf20,0.8,9,131,46,200,0.23,2308.1814274482804
uf20,0.8,10,131,153,200,0.765,416.5791256054395
uf20,0.8,11,131,186,200,0.93,226.85908334871488
uf20,0.8,12,131,198,200,0.99,131.0
uf20,0.8,13,131,93,200,0.465,964.4897762591877
uf20,0.8,14,131,122,200,0.61,640.6880023147756
uf20,0.8,15,131,150,200,0.75,435.1725804302444
uf20,0.8,16,131,149,200,0.745,441.47891965387316
uf20,0.8,17,131,160,200,0.8,374.83725821522887
uf20,0.8,18,131,80,200,0.4,1180.9847946092877
uf20,0.8,19,131,106,200,0.53,799.0188729802106
uf20,0.8,20,131,151,200,0.755,428.92182849315765
uf20,0.9,1,99,126,200,0.63,458.54745383633804
uf20,0.9,2,99,187,200,0.935,166.79490170999256
uf20,0.9,3,99,50,200,0.25,1584.7767103709164
uf20,0.9,4,99,62,200,0.31,1228.6620094533598
uf20,0.9,5,99,117,200,0.585,518.3898765671335
uf20,0.9,6,99,70,200,0.35,1058.333168242386
uf20,0.9,7,99,168,200,0.84,248.78121787847394
uf20,0.9,8,99,81,200,0.405,878.1148463774675
uf20,0.9,9,99,42,200,0.21,1934.1054434796256
uf20,0.9,10,99,136,200,0.68,400.1212313334021
uf20,0.9,11,99,174,200,0.87,223.46201060111716
uf20,0.9,12,99,195,200,0.975,123.5908774151934
uf20,0.9,13,99,89,200,0.445,774.3236866080647
uf20,0.9,14,99,97,200,0.485,687.0401340785187
uf20,0.9,15,99,142,200,0.71,368.30219981730147
uf20,0.9,16,99,116,200,0.58,525.5464553978284
uf20,0.9,17,99,135,200,0.675,405.64075094237984
uf20,0.9,18,99,80,200,0.4,892.4999592848816
uf20,0.9,19,99,104,200,0.52,621.1593945522354
uf20,0.9,20,99,137,200,0.685,394.66646447444367
uf250,0.01,1,12098,35,200,0.175,289612.7295071381
uf250,0.01,2,12098,0,200,0.0,inf
uf250,0.01,3,12098,6,200,0.03,1829113.5426965286
uf250,0.01,4,12098,71,200,0.355,127052.94971418307
uf250,0.01,5,12098,10,200,0.05,1086172.1707546657
uf250,0.01,6,12098,40,200,0.2,249674.92263145724
uf250,0.01,7,12098,5,200,0.025,2200559.7382148937
uf250,0.01,8,12098,21,200,0.105,502231.72336947784
uf250,0.01,9,12098,11,200,0.055,984850.6760915875
uf250,0.01,10,12098,8,200,0.04,1364787.5260587751
uf250,0.01,11,12098,0,200,0.0,inf
uf250,0.01,12,12098,64,200,0.32,144461.4181622839
uf250,0.01,13,12098,17,200,0.085,627182.119723021
uf250,0.01,14,12098,35,200,0.175,289612.7295071381
uf250,0.01,15,12098,10,200,0.05,1086172.1707546657
uf250,0.01,16,12098,62,200,0.31,150144.97970067422
uf250,0.01,17,12098,32,199,0.16080402010050251,317797.2003965493
uf250,0.01,18,12098,7,200,0.035,1563787.8887887166
uf250,0.01,19,12098,101,200,0.505,79228.59169674189
uf250,0.01,20,12098,37,200,0.185,272347.46450242744
uf250,0.02,1,10009,45,200,0.225,180833.85610461727
uf250,0.02,2,10009,1,200,0.005,9195563.850470398
uf250,0.02,3,10009,5,200,0.025,1820582.1143819534
uf250,0.02,4,10009,56,200,0.28,140312.26102134827
uf250,0.02,5,10009,10,200,0.05,898619.3798217432
uf250,0.02,6,10009,32,200,0.16,264366.23426925705
uf250,0.02,7,10009,2,200,0.01,4586229.660722865
uf250,0.02,8,10009,15,200,0.075,591229.3102806603
uf250,0.02,9,10009,6,200,0.03,1513274.710600889
uf250,0.02,10,10009,6,200,0.03,1513274.710600889
uf250,0.02,11,10009,0,200,0.0,inf
uf250,0.02,12,10009,36,200,0.18,232264.7032458609
uf250,0.02,13,10009,9,200,0.045,1001068.7593579001
uf250,0.02,14,10009,20,200,0.1,437480.28475153877
uf250,0.02,15,10009,9,200,0.045,1001068.7593579001
uf250,0.02,16,10009,48,200,0.24,167955.3934301
uf250,0.02,17,10009,13,200,0.065,685820.6498676605
uf250,0.02,18,10009,2,200,0.01,4586229.660722865
uf250,0.02,19,10009,89,200,0.445,78284.90686121333
uf250,0.02,20,10009,22,200,0.11,395534.5312841823
uf250,0.03,1,5905,24,200,0.12,212726.37674393892
uf250,0.03,2,5905,2,200,0.01,2705733.4545477587
uf250,0.03,3,5905,3,200,0.015,1799270.9822767007
uf250,0.03,4,5905,37,200,0.185,132932.03652561037
uf250,0.03,5,5905,4,200,0.02,1346033.9508397414
uf250,0.03,6,5905,14,200,0.07,374717.79427750205
uf250,0.03,7,5905,2,200,0.01,2705733.4545477587
uf250,0.03,8,5905,8,200,0.04,666148.9784573539
uf250,0.03,9,5905,8,200,0.04,666148.9784573539
uf250,0.03,10,5905,8,200,0.04,666148.9784573539
uf250,0.03,11,5905,0,200,0.0,inf
uf250,0.03,12,5905,24,200,0.12,212726.37674393892
uf250,0.03,13,5905,1,200,0.005,5425097.865623708
uf250,0.03,14,5905,8,200,0.04,666148.9784573539
uf250,0.03,15,5905,5,200,0.025,1074087.060188374
uf250,0.03,16,5905,23,200,0.115,222591.93424340914
uf250,0.03,17,5905,4,200,0.02,1346033.9508397414
uf250,0.03,18,5905,0,200,0.0,inf
uf250,0.03,19,5905,56,200,0.28,82779.88823369583
uf250,0.03,20,5905,9,200,0.045,590599.5627943252
uf250,0.004,1,26828,56,200,0.28,376091.25174150575
uf250,0.004,2,26828,3,200,0.015,8174571.026675584
uf250,0.004,3,26828,4,200,0.02,6115393.536516271
uf250,0.004,4,26828,100,200,0.5,178241.3738592763
uf250,0.004,5,26828,18,200,0.09,1310005.4674864532
uf250,0.004,6,26828,86,200,0.43,219788.91255878683
uf250,0.004,7,26828,2,200,0.01,12292873.347774304
uf250,0.004,8,26828,44,200,0.22,497250.38170325494
uf250,0.004,9,26828,13,200,0.065,1838265.2007842537
uf250,0.004,10,26828,22,200,0.11,1060185.8732432853
uf250,0.004,11,26828,2,200,0.01,12292873.347774304
uf250,0.004,12,26828,136,200,0.68,108428.81206275264
uf250,0.004,13,26828,21,200,0.105,1113727.2833986073
uf250,0.004,14,26828,55,200,0.275,384184.6925038677
uf250,0.004,15,26828,25,200,0.125,925231.9122971491
uf250,0.004,16,26828,98,200,0.49,183483.3372466472
uf250,0.004,17,26828,65,200,0.325,314336.1800661535
uf250,0.004,18,26828,12,200,0.06,1996714.3376160772
uf250,0.004,19,26828,135,200,0.675,109924.54612406228
uf250,0.004,20,26828,100,200,0.5,178241.3738592763
uf250,0.005,1,26558,62,200,0.31,329604.097445074
uf250,0.005,2,26558,4,200,0.02,6053847.530296671
uf250,0.005,3,26558,14,200,0.07,1685309.9374126839
uf250,0.005,4,26558,119,200,0.595,135311.88307383997
uf250,0.005,5,26558,15,200,0.075,1568774.9048290313
uf250,0.005,6,26558,70,200,0.35,283911.23517354834
uf250,0.005,7,26558,3,200,0.015,8092301.227316615
uf250,0.005,8,26558,40,200,0.2,548096.0981357449
uf250,0.005,9,26558,16,200,0.08,1466799.589929617
uf250,0.005,10,26558,26,200,0.13,878229.8880180726
uf250,0.005,11,26558,3,200,0.015,8092301.227316615
uf250,0.005,12,26558,126,200,0.63,123011.14423217643
uf250,0.005,13,26558,23,200,0.115,1001117.1193287822
uf250,0.005,14,26558,71,200,0.355,278911.5753437985
uf250,0.005,15,26558,16,200,0.08,1466799.589929617
uf250,0.005,16,26558,111,200,0.555,151052.21720706986
uf250,0.005,17,26558,68,200,0.34,294343.1142616087
uf250,0.005,18,26558,16,200,0.08,1466799.589929617
uf250,0.005,19,26558,148,200,0.74,90792.44478138833
uf250,0.005,20,26558,83,200,0.415,228118.26566670922
uf250,0.006,1,20292,62,200,0.31,251838.4797558341
uf250,0.006,2,20292,2,200,0.01,9298009.019421358
uf250,0.006,3,20292,9,196,0.04591836734693878,1988002.152291816
uf250,0.006,4,20292,99,200,0.495,136780.65619620105
uf250,0.006,5,20292,10,200,0.05,1821838.7906227207
uf250,0.006,6,20292,78,200,0.39,189052.81971547156
uf250,0.006,7,20292,4,200,0.02,4625524.289659615
uf250,0.006,8,20292,39,200,0.195,430809.1849749365
uf250,0.006,9,20292,12,200,0.06,1510262.6859589026
uf250,0.006,10,20292,18,200,0.09,990853.9938211984
uf250,0.006,11,20292,1,200,0.005,18642859.59174196
uf250,0.006,12,20292,116,200,0.58,107721.09770639124
uf250,0.006,13,20292,17,200,0.085,1051973.8447197506
uf250,0.006,14,20292,46,200,0.23,357539.06508229394
uf250,0.006,15,20292,13,200,0.065,1390415.888411886
uf250,0.006,16,20292,101,200,0.505,132890.27795588414
uf250,0.006,17,20292,57,200,0.285,278556.5064035786
uf250,0.006,18,20292,5,200,0.025,3691003.323512698
uf250,0.006,19,20292,122,200,0.61,99243.06063336968
uf250,0.006,20,20292,78,200,0.39,189052.81971547156
uf250,0.007,1,17713,52,200,0.26,270906.67497591657
uf250,0.007,2,17713,1,200,0.005,16273456.137814183
uf250,0.007,3,17713,3,200,0.015,5397203.540908924
uf250,0.007,4,17713,87,200,0.435,142874.6853506379
uf250,0.007,5,17713,9,200,0.045,1771598.6546614533
uf250,0.007,6,17713,51,200,0.255,277103.9358876869
uf250,0.007,7,17713,3,200,0.015,5397203.540908924
uf250,0.007,8,17713,37,200,0.185,398751.0860250866
uf250,0.007,9,17713,14,200,0.07,1124026.4674068405
uf250,0.007,10,17713,7,200,0.035,2289582.9785183123
uf250,0.007,11,17713,1,200,0.005,16273456.137814183
uf250,0.007,12,17713,102,200,0.51,114349.74742495359
uf250,0.007,13,17713,6,200,0.03,2678053.2469650866
uf250,0.007,14,17713,54,200,0.27,259194.77120476429
uf250,0.007,15,17713,20,200,0.1,774212.0375466087
uf250,0.007,16,17713,86,200,0.43,145114.0975157966
uf250,0.007,17,17713,47,200,0.235,304507.7962477684
uf250,0.007,18,17713,8,200,0.04,1998221.313364117
uf250,0.007,19,17713,106,200,0.53,108038.33051220208
uf250,0.007,20,17713,72,200,0.36,182777.81057079692
uf250,0.008,1,14699,36,200,0.18,341098.8982926276
uf250,0.008,2,14699,1,200,0.005,13504405.339001335
uf250,0.008,3,14699,9,200,0.045,1470147.8363274827
uf250,0.008,4,14699,68,200,0.34,162909.4599190973
uf250,0.008,5,14699,11,200,0.055,1196587.8730261403
uf250,0.008,6,14699,37,200,0.185,330900.5935461383
uf250,0.008,7,14699,5,200,0.025,2673667.3493156494
uf250,0.008,8,14699,31,200,0.155,401923.3969084077
uf250,0.008,9,14699,12,200,0.06,1093995.2306776026
uf250,0.008,10,14699,10,200,0.05,1319692.9027874717
uf250,0.008,11,14699,1,200,0.005,13504405.339001335
uf250,0.008,12,14699,74,200,0.37,146506.92962602025
uf250,0.008,13,14699,16,200,0.08,811826.4617958973
uf250,0.008,14,14699,32,200,0.16,388242.5094938365
uf250,0.008,15,14699,7,200,0.035,1899993.2366759256
uf250,0.008,16,14699,75,200,0.375,144023.1358903983
uf250,0.008,17,14699,40,200,0.2,303353.5863580584
uf250,0.008,18,14699,5,200,0.025,2673667.3493156494
uf250,0.008,19,14699,114,200,0.57,80205.92073865367
uf250,0.008,20,14699,72,200,0.36,151676.79317902916
uf250,0.009,1,16877,50,200,0.25,270164.409504343
uf250,0.009,2,16877,3,200,0.015,5142471.86585671
uf250,0.009,3,16877,5,200,0.025,3069833.5842166273
uf250,0.009,4,16877,83,200,0.415,144963.9268641107
uf250,0.009,5,16877,6,200,0.03,2551657.2375673098
uf250,0.009,6,16877,49,200,0.245,276551.8801091416
uf250,0.009,7,16877,2,200,0.01,7733219.900491536
uf250,0.009,8,16877,41,200,0.205,338783.77231162705
uf250,0.009,9,16877,13,200,0.065,1156418.7339211216
uf250,0.009,10,16877,19,200,0.095,778613.4659755229
uf250,0.009,11,16877,0,199,0.0,inf
uf250,0.009,12,16877,95,200,0.475,120618.62484914393
uf250,0.009,13,16877,14,200,0.07,1070975.8194786455
uf250,0.009,14,16877,36,200,0.18,391640.6630712753
uf250,0.009,15,16877,15,200,0.075,996920.4785299932
uf250,0.009,16,16877,77,200,0.385,159876.9378795458
uf250,0.009,17,16877,35,200,0.175,404016.6999414754
uf250,0.009,18,16877,4,200,0.02,3847081.285067284
uf250,0.009,19,16877,114,200,0.57,92090.3003133722
uf250,0.009,20,16877,59,200,0.295,222342.42585946602
uf50,1.0,1,190,11,200,0.055,15467.153947545185
uf50,1.0,2,190,3,200,0.015,57893.56251186674
uf50,1.0,3,190,76,200,0.38,1830.3698878027521
uf50,1.0,4,190,13,200,0.065,13018.875359661854
uf50,1.0,5,190,125,200,0.625,892.0842569193605
uf50,1.0,6,190,9,200,0.045,19003.203544609954
uf50,1.0,7,190,67,200,0.335,2144.7315088238515
uf50,1.0,8,190,15,200,0.075,11223.255964964077
uf50,1.0,9,190,31,200,0.155,5195.281679882813
uf50,1.0,10,190,40,200,0.2,3921.1634402361447
uf50,1.0,11,190,21,200,0.105,7887.5869929079845
uf50,1.0,12,190,37,200,0.185,4277.237415726667
uf50,1.0,13,190,41,200,0.205,3814.002295384793
uf50,1.0,14,190,33,200,0.165,4852.290869892242
uf50,1.0,15,190,77,200,0.385,1799.8825737461457
uf50,1.0,16,190,47,200,0.235,3266.3287578092923
uf50,1.0,17,190,26,200,0.13,6282.9911410284585
uf50,1.0,18,190,74,200,0.37,1893.7558084865534
uf50,1.0,19,190,8,200,0.04,21434.09075476668
uf50,1.0,20,190,76,200,0.38,1830.3698878027521
uf50,2.0,1,95,1,200,0.005,87279.30520478447
uf50,2.0,2,95,2,200,0.01,43530.0047725719
uf50,2.0,3,95,29,200,0.145,2792.7259958895575
uf50,2.0,4,95,2,200,0.01,43530.0047725719
uf50,2.0,5,95,51,200,0.255,1486.1894602455968
uf50,2.0,6,95,4,200,0.02,21655.07626245138
uf50,2.0,7,95,17,200,0.085,4924.9711831449
uf50,2.0,8,95,6,200,0.03,14363.182886110946
uf50,2.0,9,95,9,200,0.045,9501.601772304977
uf50,2.0,10,95,9,200,0.045,9501.601772304977
uf50,2.0,11,95,4,200,0.02,21655.07626245138
uf50,2.0,12,95,21,200,0.105,3943.7934964539922
uf50,2.0,13,95,11,200,0.055,7733.576973772592
uf50,2.0,14,95,12,200,0.06,7070.518192691491
uf50,2.0,15,95,23,200,0.115,3581.0726084883768
uf50,2.0,16,95,22,200,0.11,3754.199267858659
uf50,2.0,17,95,5,200,0.025,17279.978106332856
uf50,2.0,18,95,27,200,0.135,3016.644293520871
uf50,2.0,19,95,3,200,0.015,28946.78125593337
uf50,2.0,20,95,32,200,0.16,2509.2209267238904
uf50,0.2,1,341,26,199,0.1306532663316583,11215.818897108236
uf50,0.2,2,341,16,199,0.08040201005025126,18735.24118364251
uf50,0.2,3,341,116,200,0.58,1810.2155685925202
uf50,0.2,4,341,22,200,0.11,13475.599477261081
uf50,0.2,5,341,149,199,0.7487437185929648,1136.8882233039992
uf50,0.2,6,341,16,199,0.08040201005025126,18735.24118364251
uf50,0.2,7,341,86,200,0.43,2793.649142036168
uf50,0.2,8,341,17,200,0.085,17678.054457393802
uf50,0.2,9,341,42,200,0.21,6661.918749763156
uf50,0.2,10,341,70,200,0.35,3645.369801723774
uf50,0.2,11,341,24,200,0.12,12284.452916119079
uf50,0.2,12,341,50,200,0.25,5458.675335722046
uf50,0.2,13,341,67,200,0.335,3849.2286553101753
uf50,0.2,14,341,56,200,0.28,4780.34578961732
uf50,0.2,15,341,86,200,0.43,2793.649142036168
uf50,0.2,16,341,79,200,0.395,3124.9337705979615
uf50,0.2,17,341,32,200,0.16,9006.782484345755
uf50,0.2,18,341,105,200,0.525,2109.4541286631334
uf50,0.2,19,341,16,200,0.08,18833.44604887414
uf50,0.2,20,341,99,200,0.495,2298.551338601644
uf50,0.3,1,269,24,200,0.12,9690.668136176047
uf50,0.3,2,269,10,200,0.05,24151.125304430905
uf50,0.3,3,269,96,200,0.48,1894.3885005046247
uf50,0.3,4,269,22,200,0.11,10630.311611094518
uf50,0.3,5,269,146,200,0.73,946.1233141505628
uf50,0.3,6,269,13,200,0.065,18431.986693415995
uf50,0.3,7,269,71,200,0.355,2825.032523815114
uf50,0.3,8,269,17,200,0.085,13945.444718589244
uf50,0.3,9,269,26,200,0.13,8895.39272071924
uf50,0.3,10,269,47,200,0.235,4624.433872898419
uf50,0.3,11,269,21,200,0.105,11167.16263732762
uf50,0.3,12,269,41,200,0.205,5399.824302413206
uf50,0.3,13,269,50,200,0.25,4306.110455452288
uf50,0.3,14,269,46,200,0.23,4739.700793767844
uf50,0.3,15,269,84,200,0.42,2274.149034379217
uf50,0.3,16,269,59,200,0.295,3543.8829505360172
uf50,0.3,17,269,31,200,0.155,7355.425115202508
uf50,0.3,18,269,87,200,0.435,2169.778713900615
uf50,0.3,19,269,13,200,0.065,18431.986693415995
uf50,0.3,20,269,91,200,0.455,2040.9440870341243
uf50,0.4,1,285,26,200,0.13,9424.486711542688
uf50,0.4,2,285,14,200,0.07,18085.448157339215
uf50,0.4,3,285,118,200,0.59,1472.0460649478596
uf50,0.4,4,285,19,200,0.095,13148.35799034331
uf50,0.4,5,285,147,200,0.735,988.289418734991
uf50,0.4,6,285,16,200,0.08,15740.563413281905
uf50,0.4,7,285,93,200,0.465,2098.317452166935
uf50,0.4,8,285,21,200,0.105,11831.380489361976
uf50,0.4,9,285,48,200,0.24,4782.424530680238
uf50,0.4,10,285,52,200,0.26,4358.855211885972
uf50,0.4,11,285,20,200,0.1,12456.976836266214
uf50,0.4,12,285,54,200,0.27,4170.412115020483
uf50,0.4,13,285,59,200,0.295,3754.671527519572
uf50,0.4,14,285,40,200,0.2,5881.745160354217
uf50,0.4,15,285,86,200,0.43,2334.8680512619
uf50,0.4,16,285,76,200,0.38,2745.554831704128
uf50,0.4,17,285,29,200,0.145,8378.177987668672
uf50,0.4,18,285,103,200,0.515,1813.7947987899918
uf50,0.4,19,285,21,200,0.105,11831.380489361976
uf50,0.4,20,285,94,200,0.47,2067.283698291904
uf50,0.5,1,241,15,200,0.075,14235.814145033382
uf50,0.5,2,241,11,200,0.055,19618.863691359944
uf50,0.5,3,241,108,200,0.54,1429.2400099411439
uf50,0.5,4,241,23,200,0.115,9084.615775217882
uf50,0.5,5,241,141,200,0.705,909.1286596694052
uf50,0.5,6,241,7,200,0.035,31151.668143336152
uf50,0.5,7,241,70,200,0.35,2576.346399458738
uf50,0.5,8,241,19,200,0.095,11118.436054992062
uf50,0.5,9,241,30,200,0.15,6829.026121774479
uf50,0.5,10,241,47,200,0.235,4143.08016122126
uf50,0.5,11,241,17,200,0.085,12493.874264609696
uf50,0.5,12,241,44,200,0.22,4466.875726497855
uf50,0.5,13,241,50,200,0.25,3857.8907797918273
uf50,0.5,14,241,28,200,0.14,7358.604630744205
uf50,0.5,15,241,71,200,0.355,2530.9770938269235
uf50,0.5,16,241,61,200,0.305,3050.339549621847
uf50,0.5,17,241,27,200,0.135,7652.750260405578
uf50,0.5,18,241,82,200,0.41,2103.4441692207674
uf50,0.5,19,241,9,200,0.045,24104.06344342631
uf50,0.5,20,241,73,200,0.365,2443.8934453006195
uf50,0.6,1,229,21,200,0.105,9506.618007241728
uf50,0.6,2,229,10,200,0.05,20559.87990600252
uf50,0.6,3,229,89,200,0.445,1791.1123659923921
uf50,0.6,4,229,19,200,0.095,10564.820981714449
uf50,0.6,5,229,136,200,0.68,925.5329492459504
uf50,0.6,6,229,8,200,0.04,25833.71990969247
uf50,0.6,7,229,67,200,0.335,2584.965871161379
uf50,0.6,8,229,18,200,0.09,11182.020726643725
uf50,0.6,9,229,31,200,0.155,6261.681603648232
uf50,0.6,10,229,40,200,0.2,4726.033830600407
uf50,0.6,11,229,27,200,0.135,7271.700454908205
uf50,0.6,12,229,38,200,0.19,5004.64507983327
uf50,0.6,13,229,51,200,0.255,3582.4988041709653
uf50,0.6,14,229,35,200,0.175,5482.00653472761
uf50,0.6,15,229,73,200,0.365,2322.205804870713
uf50,0.6,16,229,57,200,0.285,3143.5757917612614
uf50,0.6,17,229,18,200,0.09,11182.020726643725
uf50,0.6,18,229,86,200,0.43,1876.086960487632
uf50,0.6,19,229,12,200,0.06,17043.67016975107
uf50,0.6,20,229,83,200,0.415,1966.9810542087664
uf50,0.7,1,213,22,200,0.11,8417.309937409414
uf50,0.7,2,213,5,200,0.025,38743.52985946209
uf50,0.7,3,213,90,200,0.45,1640.7503188589515
uf50,0.7,4,213,18,200,0.09,10400.744169323638
uf50,0.7,5,213,126,200,0.63,986.5717946175758
uf50,0.7,6,213,12,200,0.06,15852.84605308724
uf50,0.7,7,213,73,200,0.365,2159.955617630838
uf50,0.7,8,213,16,200,0.08,11764.000024663319
uf50,0.7,9,213,30,200,0.15,6035.612298497776
uf50,0.7,10,213,43,200,0.215,4052.1127089610522
uf50,0.7,11,213,17,200,0.085,11042.303810630145
uf50,0.7,12,213,41,200,0.205,4275.697310089267
uf50,0.7,13,213,46,199,0.23115577889447236,3731.550975728489
uf50,0.7,14,213,41,200,0.205,4275.697310089267
uf50,0.7,15,213,70,200,0.35,2277.0198468245276
uf50,0.7,16,213,67,198,0.3383838383838384,2374.662755029488
uf50,0.7,17,213,30,200,0.15,6035.612298497776
uf50,0.7,18,213,83,200,0.415,1829.5500635216908
uf50,0.7,19,213,7,199,0.035175879396984924,27392.243548742077
uf50,0.7,20,213,72,200,0.36,2197.9152967639443
uf50,0.8,1,199,14,200,0.07,12628.084853721068
uf50,0.8,2,199,10,200,0.05,17866.44585718123
uf50,0.8,3,199,87,200,0.435,1605.152282774061
uf50,0.8,4,199,16,200,0.08,10990.779365765262
uf50,0.8,5,199,124,200,0.62,947.1310419956857
uf50,0.8,6,199,8,200,0.04,22449.389790518784
uf50,0.8,7,199,68,200,0.34,2205.5229963875345
uf50,0.8,8,199,14,200,0.07,12628.084853721068
uf50,0.8,9,199,22,200,0.11,7864.059518988139
uf50,0.8,10,199,37,200,0.185,4479.843398576878
uf50,0.8,11,199,15,200,0.075,11754.883879093955
uf50,0.8,12,199,34,200,0.17,4918.322017934283
uf50,0.8,13,199,46,200,0.23,3506.321405055022
uf50,0.8,14,199,37,200,0.185,4479.843398576878
uf50,0.8,15,199,71,200,0.355,2089.893948844638
uf50,0.8,16,199,55,200,0.275,2849.7373568014646
uf50,0.8,17,199,25,200,0.125,6863.021863244844
uf50,0.8,18,199,66,200,0.33,2288.3400805657216
uf50,0.8,19,199,10,200,0.05,17866.44585718123
uf50,0.8,20,199,78,200,0.39,1854.007053192334
uf50,0.9,1,213,11,200,0.055,17339.493635932235
uf50,0.9,2,213,8,200,0.04,24028.743846133173
uf50,0.9,3,213,94,200,0.47,1545.022553460265
uf50,0.9,4,213,20,200,0.1,9309.951109209487
uf50,0.9,5,213,130,200,0.65,934.349950077375
uf50,0.9,6,213,8,200,0.04,24028.743846133173
uf50,0.9,7,213,66,200,0.33,2449.3288299522546
uf50,0.9,8,213,22,200,0.11,8417.309937409414
uf50,0.9,9,213,34,200,0.17,5264.334622211068
uf50,0.9,10,213,39,200,0.195,4522.095229630469
uf50,0.9,11,213,19,200,0.095,9826.667550677632
uf50,0.9,12,213,26,200,0.13,7043.563752837166
uf50,0.9,13,213,37,200,0.185,4795.008260788316
uf50,0.9,14,213,32,200,0.16,5625.937446233565
uf50,0.9,15,213,83,200,0.415,1829.5500635216908
uf50,0.9,16,213,70,200,0.35,2277.0198468245276
uf50,0.9,17,213,30,200,0.15,6035.612298497776
uf50,0.9,18,213,77,200,0.385,2017.7630958312054
uf50,0.9,19,213,8,200,0.04,24028.743846133173
uf50,0.9,20,213,73,200,0.365,2159.955617630838
uf75,1.0,1,183,14,200,0.07,11612.761448396759
uf75,1.0,2,183,14,200,0.07,11612.761448396759
uf75,1.0,3,183,1,200,0.005,168127.50371026903
uf75,1.0,4,183,1,200,0.005,168127.50371026903
uf75,1.0,5,183,1,200,0.005,168127.50371026903
uf75,1.0,6,183,1,200,0.005,168127.50371026903
uf75,1.0,7,183,2,200,0.01,83852.53550927008
uf75,1.0,8,183,0,200,0.0,inf
uf75,1.0,9,183,10,200,0.05,16429.947697809872
uf75,1.0,10,183,14,200,0.07,11612.761448396759
uf75,1.0,11,183,1,200,0.005,168127.50371026903
uf75,1.0,12,183,1,200,0.005,168127.50371026903
uf75,1.0,13,183,6,200,0.03,27668.02598061372
uf75,1.0,14,183,9,200,0.045,18303.085519282216
uf75,1.0,15,183,1,200,0.005,168127.50371026903
uf75,1.0,16,183,1,200,0.005,168127.50371026903
uf75,1.0,17,183,6,200,0.03,27668.02598061372
uf75,1.0,18,183,18,200,0.09,8935.850624348477
uf75,1.0,19,183,2,200,0.01,83852.53550927008
uf75,1.0,20,183,2,200,0.01,83852.53550927008
uf75,0.1,1,1062,128,200,0.64,4787.045236164365
uf75,0.1,2,1062,126,199,0.6331658291457286,4876.814330120732
uf75,0.1,3,1062,14,198,0.0707070707070707,66693.11102527542
uf75,0.1,4,1062,11,200,0.055,86453.24995943677
uf75,0.1,5,1062,24,200,0.12,38258.32550415971
uf75,0.1,6,1062,42,200,0.21,20747.67657550871
uf75,0.1,7,1062,21,200,0.105,44087.459928780416
uf75,0.1,8,1062,9,200,0.045,106217.90612829353
uf75,0.1,9,1062,131,200,0.655,4595.603101207174
uf75,0.1,10,1062,120,200,0.6,5337.487947210895
uf75,0.1,11,1062,27,199,0.135678391959799,33541.45167051669
uf75,0.1,12,1062,5,200,0.025,193171.96577816308
uf75,0.1,13,1062,105,200,0.525,6569.619603050579
uf75,0.1,14,1062,62,200,0.31,13180.192465045131
uf75,0.1,15,1062,27,200,0.135,33722.90778651753
uf75,0.1,16,1062,28,199,0.1407035175879397,32251.713500343947
uf75,0.1,17,1062,85,200,0.425,8837.7687008092
uf75,0.1,18,1062,129,200,0.645,4722.396385871286
uf75,0.1,19,1062,30,200,0.15,30093.052868566374
uf75,0.1,20,1062,44,200,0.22,19683.908803073533
uf75,0.2,1,845,100,200,0.5,5614.058480359642
uf75,0.2,2,845,120,200,0.6,4246.871295097181
uf75,0.2,3,845,7,200,0.035,109224.7285523612
uf75,0.2,4,845,8,200,0.04,95325.29835672549
uf75,0.2,5,845,14,200,0.07,53621.76734368996
uf75,0.2,6,845,31,200,0.155,23105.331681584088
uf75,0.2,7,845,19,200,0.095,38983.728076631916
uf75,0.2,8,845,3,200,0.015,257474.0016975126
uf75,0.2,9,845,107,200,0.535,5081.987690724395
uf75,0.2,10,845,105,200,0.525,5227.239702992221
uf75,0.2,11,845,29,200,0.145,24840.56280554396
