prefix,thld_delta,instance,tau_star_val,succ_trials,total_trials,Ps_hat,TTS_at_tau_star
uf100,0.1,97,748,23,200,0.115,28196.234854203223
uf100,0.1,98,748,119,200,0.595,3811.0282603822693
uf100,0.1,99,748,13,200,0.065,51253.25667908983
uf100,0.01,1,5961,116,200,0.58,31644.266875014695
uf100,0.01,2,5961,13,200,0.065,408450.0843102332
uf100,0.01,3,5961,118,200,0.59,30789.005590014705
uf100,0.01,4,5961,171,200,0.855,14216.008966712958
uf100,0.01,5,5961,24,200,0.12,214743.7649061168
uf100,0.01,6,5961,200,200,1.0,5961.0
uf100,0.01,7,5961,189,200,0.945,9464.629144093236
uf100,0.01,8,5961,14,200,0.07,378271.42619613704
uf100,0.01,9,5961,86,200,0.43,48835.60860902521
uf100,0.01,10,5961,89,200,0.445,46623.671675461344
uf100,0.01,100,5961,199,200,0.995,5181.1580129183885
uf100,0.01,11,5961,84,199,0.4221105527638191,50059.785362820636
uf100,0.01,12,5961,132,200,0.66,25446.02672890864
uf100,0.01,13,5961,161,200,0.805,16792.367896806772
uf100,0.01,14,5961,41,200,0.205,119659.303593625
uf100,0.01,15,5961,140,200,0.7,22800.69730814571
uf100,0.01,16,5961,16,198,0.08080808080808081,325792.873611015
uf100,0.01,17,5961,170,200,0.85,14470.049178426802
uf100,0.01,18,5961,166,200,0.83,15492.149034931412
uf100,0.01,19,5961,200,200,1.0,5961.0
uf100,0.01,20,5961,182,200,0.91,11400.348654072854
uf100,0.01,21,5961,5,200,0.025,1084273.1525457911
uf100,0.01,22,5961,25,200,0.125,205580.26797388197
uf100,0.01,23,5961,123,200,0.615,28759.63955324342
uf100,0.01,24,5961,152,200,0.76,19235.58606148931
uf100,0.01,25,5961,174,200,0.87,13455.121668618782
uf100,0.01,26,5961,110,200,0.55,34378.40312460603
uf100,0.01,27,5961,184,200,0.92,10868.712892232877
uf100,0.01,28,5961,163,200,0.815,16268.47716180418
uf100,0.01,29,5961,196,200,0.98,7017.192751828062
uf100,0.01,30,5961,71,200,0.355,62602.30064855722
uf100,0.01,31,5961,121,200,0.605,29553.579983550542
uf100,0.01,32,5961,51,200,0.255,93254.47760551581
uf100,0.01,33,5961,48,200,0.24,100028.18465749087
uf100,0.01,34,5961,104,200,0.52,37401.32475682702
uf100,0.01,35,5961,143,200,0.715,21869.004115390177
uf100,0.01,36,5961,38,200,0.19,130273.75249295248
uf100,0.01,37,5961,180,200,0.9,11921.999999999996
uf100,0.01,38,5961,179,200,0.895,12180.087517097803
uf100,0.01,39,5961,174,200,0.87,13455.121668618782
uf100,0.01,40,5961,22,200,0.11,235566.1245863733
uf100,0.01,41,5961,193,199,0.9698492462311558,7839.801199657185
uf100,0.01,42,5961,87,200,0.435,48081.973656362694
uf100,0.01,43,5961,189,200,0.945,9464.629144093236
uf100,0.01,44,5961,131,200,0.655,25795.09424321654
uf100,0.01,45,5961,35,200,0.175,142699.74215507112
uf100,0.01,46,5961,34,200,0.17,147327.22386385055
uf100,0.01,47,5961,21,200,0.105,247462.66349854995
uf100,0.01,48,5961,71,200,0.355,62602.30064855722
uf100,0.01,49,5961,50,200,0.25,95422.76737900033
uf100,0.01,50,5961,85,200,0.425,49606.34578674543
uf100,0.01,51,5961,80,200,0.4,53739.31573027454
uf100,0.01,52,5961,70,200,0.35,63724.48500901881
uf100,0.01,53,5961,56,200,0.28,83564.93035750394
uf100,0.01,54,5961,80,200,0.4,53739.31573027454
uf100,0.01,55,5961,87,200,0.435,48081.973656362694
uf100,0.01,56,5961,51,200,0.255,93254.47760551581
uf100,0.01,57,5961,89,200,0.445,46623.671675461344
uf100,0.01,58,5961,82,200,0.41,52027.51324782155
uf100,0.01,59,5961,19,200,0.095,275008.28765065427
uf100,0.01,60,5961,153,200,0.765,18955.940211710113
uf100,0.01,61,5961,115,200,0.575,32081.92910295727
uf100,0.01,62,5961,75,200,0.375,58406.82448075816
uf100,0.01,63,5961,69,200,0.345,64878.56084891163
uf100,0.01,64,5961,195,200,0.975,7441.66889163604
uf100,0.01,65,5961,69,200,0.345,64878.56084891163
uf100,0.01,66,5961,125,200,0.625,27987.96976577004
uf100,0.01,67,5961,69,200,0.345,64878.56084891163
uf100,0.01,68,5961,74,200,0.37,59414.09670730708
uf100,0.01,69,5961,73,200,0.365,60448.335383555976
uf100,0.01,70,5961,200,200,1.0,5961.0
uf100,0.01,71,5961,200,200,1.0,5961.0
uf100,0.01,72,5961,51,200,0.255,93254.47760551581
uf100,0.01,73,5961,113,200,0.565,32978.27306477589
uf100,0.01,74,5961,193,200,0.965,8188.5694958042795
uf100,0.01,75,5961,193,200,0.965,8188.5694958042795
uf100,0.01,76,5961,50,200,0.25,95422.76737900033
uf100,0.01,77,5961,193,200,0.965,8188.5694958042795
uf100,0.01,78,5961,133,200,0.665,25101.31519064128
uf100,0.01,79,5961,195,200,0.975,7441.66889163604
uf100,0.01,80,5961,162,200,0.81,16529.718575718354
uf100,0.01,81,5961,19,200,0.095,275008.28765065427
uf100,0.01,82,5961,11,200,0.055,485261.6035858781
uf100,0.01,83,5961,44,200,0.22,110485.66890312743
uf100,0.01,84,5961,175,200,0.875,13201.342249082378
uf100,0.01,85,5961,11,200,0.055,485261.6035858781
uf100,0.01,86,5961,199,200,0.995,5181.1580129183885
uf100,0.01,87,5961,117,200,0.585,31213.354082996797
uf100,0.01,88,5961,39,200,0.195,126554.97494754565
uf100,0.01,89,5961,172,200,0.86,13962.280644112432
uf100,0.01,90,5961,188,200,0.94,9757.345173650458
uf100,0.01,91,5961,113,200,0.565,32978.27306477589
uf100,0.01,92,5961,12,200,0.06,443656.4099645682
uf100,0.01,93,5961,173,200,0.865,13708.707511120074
uf100,0.01,94,5961,200,200,1.0,5961.0
uf100,0.01,95,5961,102,200,0.51,38482.405261680586
uf100,0.01,96,5961,193,200,0.965,8188.5694958042795
uf100,0.01,97,5961,92,200,0.46,44550.53063079976
uf100,0.01,98,5961,200,200,1.0,5961.0
uf100,0.01,99,5961,98,200,0.49,40768.755528823014
uf100,0.2,1,465,21,200,0.105,19303.83132474849
uf100,0.2,2,465,0,200,0.0,inf
uf100,0.2,3,465,14,200,0.07,29507.83646723767
uf100,0.2,4,465,36,200,0.18,10790.597163485396
